30.193247078003665	402.7903701297507	<- Centroid + 
23.0	1.0
35.0	1.0
23.0	1.0
28.0	1.0
44.0	1.0
22.0	1.0
42.0	1.0
26.0	1.0
21.0	1.0
21.0	1.0
28.0	1.0
38.0	1.0
26.0	1.0
25.0	1.0
13.0	1.0
19.0	1.0
25.0	1.0
15.0	1.0
19.0	3.0
21.0	1.0
23.0	1.0
30.0	1.0
21.0	8.0
23.0	66.0
20.0	1.0
16.0	1.0
59.0	1.0
21.0	1.0
38.0	1.0
25.0	6.0
26.0	1.0
25.0	1.0
27.0	1.0
21.0	11.0
33.0	1.0
21.0	101.0
21.0	1.0
32.0	1.0
29.0	1.0
21.0	1.0
45.0	1.0
23.0	11.0
26.0	1.0
21.0	6.0
30.0	1.0
25.0	1.0
32.0	1.0
49.0	1.0
21.0	1.0
29.0	1.0
27.0	1.0
57.0	1.0
23.0	1.0
18.0	1.0
20.0	1.0
26.0	1.0
31.0	1.0
22.0	1.0
23.0	1.0
25.0	1.0
20.0	6.0
22.0	1.0
42.0	1.0
24.0	1.0
34.0	11.0
42.0	1.0
27.0	1.0
39.0	1.0
46.0	1.0
21.0	1.0
24.0	1.0
22.0	1.0
27.0	1.0
21.0	8.0
26.0	1.0
20.0	1.0
29.0	1.0
31.0	1.0
36.0	3.0
23.0	17.0
21.0	1.0
25.0	6.0
57.0	1.0
22.0	1.0
22.0	1.0
25.0	1.0
21.0	1.0
24.0	1.0
21.0	1.0
28.0	1.0
24.0	3.0
25.0	1.0
28.0	1.0
24.0	1.0
56.0	1.0
24.0	1.0
36.0	101.0
54.0	1.0
18.0	6.0
27.0	1.0
30.0	1.0
21.0	1.0
25.0	1.0
32.0	1.0
45.0	1.0
24.0	1.0
18.0	1.0
19.0	1.0
33.0	1.0
21.0	1.0
25.0	11.0
33.0	1.0
24.0	1.0
34.0	13.0
20.0	1.0
17.0	1.0
43.0	1.0
18.0	1.0
27.0	1.0
18.0	1.0
26.0	1.0
29.0	1.0
24.0	7.0
33.0	1.0
26.0	1.0
30.0	1.0
30.0	1.0
25.0	11.0
21.0	6.0
21.0	1.0
26.0	1.0
27.0	41.0
22.0	1.0
60.0	1.0
29.0	6.0
22.0	1.0
23.0	1.0
23.0	1.0
32.0	16.0
27.0	1.0
33.0	1.0
29.0	1.0
18.0	1.0
23.0	1.0
35.0	1.0
26.0	1.0
29.0	1.0
35.0	1.0
22.0	1.0
52.0	1.0
23.0	6.0
29.0	1.0
22.0	1.0
22.0	1.0
23.0	11.0
21.0	1.0
24.0	1.0
21.0	1.0
51.0	1.0
23.0	1.0
28.0	1.0
22.0	21.0
23.0	1.0
25.0	1.0
44.0	6.0
24.0	1.0
28.0	1.0
23.0	1.0
34.0	1.0
20.0	1.0
24.0	1.0
22.0	1.0
24.0	1.0
20.0	1.0
22.0	1.0
33.0	1.0
25.0	6.0
26.0	1.0
37.0	1.0
22.0	1.0
22.0	1.0
32.0	1.0
42.0	1.0
21.0	1.0
23.0	1.0
23.0	1.0
21.0	1.0
22.0	1.0
21.0	1.0
23.0	1.0
22.0	1.0
28.0	1.0
23.0	1.0
33.0	1.0
23.0	1.0
21.0	1.0
40.0	26.0
20.0	1.0
18.0	1.0
27.0	1.0
26.0	1.0
44.0	1.0
25.0	1.0
26.0	1.0
18.0	11.0
23.0	1.0
56.0	1.0
48.0	1.0
50.0	1.0
20.0	1.0
36.0	11.0
30.0	1.0
23.0	13.0
28.0	1.0
17.0	1.0
24.0	1.0
27.0	11.0
46.0	1.0
31.0	1.0
21.0	1.0
25.0	1.0
37.0	1.0
32.0	1.0
41.0	1.0
33.0	1.0
29.0	1.0
28.0	1.0
42.0	1.0
25.0	1.0
48.0	1.0
27.0	1.0
28.0	6.0
27.0	101.0
22.0	1.0
26.0	1.0
27.0	3.0
44.0	1.0
25.0	1.0
36.0	1.0
42.0	1.0
28.0	1.0
26.0	1.0
22.0	1.0
24.0	1.0
43.0	1.0
29.0	1.0
23.0	1.0
26.0	1.0
18.0	1.0
42.0	1.0
22.0	1.0
62.0	1.0
21.0	1.0
30.0	1.0
36.0	1.0
31.0	1.0
31.0	1.0
37.0	1.0
46.0	1.0
31.0	1.0
23.0	1.0
38.0	1.0
20.0	1.0
26.0	1.0
39.0	11.0
16.0	1.0
28.0	1.0
31.0	1.0
36.0	1.0
27.0	1.0
31.0	1.0
21.0	1.0
37.0	1.0
37.0	1.0
25.0	1.0
27.0	1.0
33.0	1.0
39.0	1.0
34.0	1.0
20.0	1.0
22.0	1.0
22.0	1.0
38.0	1.0
44.0	1.0
56.0	1.0
27.0	1.0
24.0	1.0
21.0	1.0
21.0	1.0
36.0	1.0
46.0	1.0
22.0	1.0
24.0	1.0
27.0	1.0
19.0	1.0
46.0	1.0
22.0	3.0
23.0	1.0
38.0	1.0
23.0	1.0
23.0	1.0
22.0	1.0
34.0	1.0
25.0	1.0
31.0	1.0
31.0	1.0
49.0	1.0
27.0	1.0
16.0	8.0
32.0	1.0
25.0	1.0
29.0	1.0
22.0	1.0
34.0	1.0
34.0	1.0
23.0	8.0
27.0	1.0
27.0	1.0
30.0	1.0
40.0	1.0
50.0	1.0
26.0	1.0
35.0	1.0
26.0	1.0
23.0	1.0
26.0	1.0
39.0	1.0
38.0	1.0
23.0	1.0
26.0	1.0
43.0	1.0
21.0	1.0
29.0	1.0
22.0	1.0
33.0	1.0
56.0	1.0
22.0	1.0
33.0	1.0
27.0	1.0
19.0	1.0
41.0	1.0
25.0	1.0
19.0	26.0
41.0	1.0
23.0	1.0
32.0	1.0
48.0	1.0
26.0	11.0
24.0	11.0
24.0	1.0
25.0	3.0
30.0	1.0
26.0	1.0
20.0	1.0
29.0	1.0
28.0	1.0
23.0	1.0
24.0	1.0
23.0	6.0
25.0	1.0
19.0	1.0
28.0	6.0
21.0	17.0
26.0	11.0
34.0	4.0
16.0	1.0
36.0	1.0
25.0	1.0
25.0	1.0
32.0	1.0
23.0	1.0
35.0	1.0
40.0	1.0
21.0	6.0
25.0	1.0
28.0	1.0
21.0	1.0
29.0	1.0
21.0	31.0
28.0	1.0
34.0	1.0
36.0	1.0
24.0	1.0
23.0	1.0
24.0	1.0
23.0	6.0
25.0	1.0
21.0	2.0
25.0	1.0
24.0	1.0
21.0	1.0
24.0	1.0
40.0	1.0
24.0	1.0
39.0	1.0
29.0	1.0
24.0	1.0
30.0	1.0
19.0	1.0
21.0	1.0
31.0	1.0
27.0	1.0
30.0	1.0
36.0	1.0
31.0	1.0
27.0	101.0
30.0	1.0
26.0	14.0
39.0	1.0
25.0	1.0
26.0	1.0
23.0	4.0
26.0	1.0
20.0	1.0
33.0	1.0
23.0	1.0
27.0	1.0
28.0	101.0
33.0	1.0
23.0	1.0
28.0	1.0
27.0	1.0
43.0	1.0
26.0	1.0
27.0	1.0
23.0	1.0
24.0	1.0
